,ÉTAT,NOMBRE DE VUES,EMPLACEMENT,MARQUE,TAILLE,AJOUTÉ,nom,prix,description
14,TRÈS BON ÉTAT,170,"CHÂTEAUNEUF-DU-RHÔNE, FRANCE",ZARA ,9 ANS / 128-134 CM,2022-04-18 18:49:26.540036,Ts MC Dumbo 9 ans Zara,3.0,Joli haut 9 ans ( 134 Cm ) Zara .
15,TRÈS BON ÉTAT,396,"HENDAYE, FRANCE",ZARA ,XS / 34 / 6,2022-05-12 18:49:26.540039,top court noir,4.0,si vous voulez plus d’informations envoyez moi un message :)
16,TRÈS BON ÉTAT,105,"PONTEVEDRA, ESPAÑA",ZARA ,S / 36 / 8,2022-05-12 18:49:26.540041,Camiseta blanca manga corta,5.5,camiseta algodon manga corta
17,NEUF SANS ÉTIQUETTE,11,"PARIS, FRANCE",ZARA ,S / 36 / 8,2022-05-12 18:36:26.540044,T-shirt zara vert,3.5,Neuf jamais porté
18,TRÈS BON ÉTAT,45,FRANCE,ZARA ,S / 36 / 8,2022-05-12 15:49:26.540047,T-shirt rose Stand Up for love Zara,2.5,"tee-shirt
Parfait état :) 

#marion456_haut_S
TS"
19,TRÈS BON ÉTAT,30,"HEILIGERLEE, NEDERLAND",ZARA ,12-18 MOIS / 80-86 CM,2022-05-12 12:49:26.540051,T shirt Zara maat 80,2.5,Weinig gedragen
20,TRÈS BON ÉTAT,3,"MONT-BERNANCHON, FRANCE",ZARA ,M / 38 / 10,2022-05-12 18:49:26.540053,T-shirt Zara,2.0,"T-shirt de la marque Zara, était impeccable, taille M."
21,NEUF SANS ÉTIQUETTE,332,"RIMINI, ITALIA",ZARA ,S / 36 / 8,2022-05-07 18:49:26.540056,maglia con fiocco dietro e lacci,5.0,nuovo mai indossato
22,TRÈS BON ÉTAT,44,FRANCE,ZARA ,S / 36 / 8,2022-05-10 18:49:26.540059,T shirt rose,10.0,Pas de défaut. Il y a le même en blanc dans mon dressing
23,TRÈS BON ÉTAT,2,FRANCE,ZARA ,M / 38 / 10,2022-05-12 18:49:26.540062,Tee shirt noir Zara T 38,4.5,"Tee shirt noir
paillettes multicolores sur le devant"
24,TRÈS BON ÉTAT,122,"TAVAGNACCO, ITALIA",ZARA ,XS / 34 / 6,2022-04-27 18:49:26.540064,Maglietta bianca manica corta arricciata tg. Xs Zara,3.0,ottime condizioni . tg.11/12 Zara girl ma utilizzabile da chi indossa xs/s. Manica arricciata. #tshirtfemme #tshirtdonna #tshirtwoman #tshirtfemmeblanc #tshirtfemmemanchescourtes #tshirtblanc #magliettaestiva #magliettamanichecorte #magliettabianca #tshirtbianca #tshirtwhite
25,TRÈS BON ÉTAT,2,"AMSTERDAM, NEDERLAND",ZARA ,S / 36 / 8,2022-05-12 18:49:26.540067,Rib t-shirt Zara,5.99,Zachte stof. Weinig gedragen
26,TRÈS BON ÉTAT,4,NEDERLAND,ZARA ,L,2022-05-12 16:49:26.540070,T-shirt zara,5.0,Amper gedragen zara shirt maat l blauw wit grijs.
27,TRÈS BON ÉTAT,49,ITALIA,ZARA ,M / 38 / 10,2022-05-12 13:49:26.540073,T-shirt Zara,4.0,Vendo t-shirt di Zara taglia M in cotone.
28,NEUF SANS ÉTIQUETTE,11,FRANCE,ZARA ,S / 36 / 8,2022-05-05 18:49:26.540076,Tee-shirt,5.0,Tee-shirt neuf sans étiquette
29,TRÈS BON ÉTAT,5,NEDERLAND,ZARA ,L,2022-05-12 16:49:26.540079,T-shirt zara,5.0,Amper gedragen zara shirt maat l blauw wit grijs.
30,TRÈS BON ÉTAT,50,ITALIA,ZARA ,M / 38 / 10,2022-05-12 13:49:26.540081,T-shirt Zara,4.0,Vendo t-shirt di Zara taglia M in cotone.
31,NEUF SANS ÉTIQUETTE,45,"SALON-DE-PROVENCE, FRANCE",ZARA ,S / 36 / 8,2022-05-12 18:49:26.540084,Haut Zara lin,5.0,"Col V devant et derrière 
Jamais porté 
Très bon état"
32,NEUF AVEC ÉTIQUETTE,349,"BARI, ITALIA",ZARA ,TAILLE UNIQUE,2022-05-10 18:49:26.540087,Svendita,1.0,Capi mai indossati
33,TRÈS BON ÉTAT,16,FRANCE,ZARA ,S / 36 / 8,2022-05-07 18:49:26.540089,Tee-shirt perlé Zara,25.0,"Tee-shirt perlé brique 
Longueur: 66 cm 
Aisselle à aisselle: 48 cm 
Carrure: 42 cm 
Polyester
Très bon état"
34,TRÈS BON ÉTAT,8,"AUCHY-LEZ-ORCHIES, FRANCE",ZARA ,L / 40 / 12,2022-05-12 16:49:26.540092,T-shirt Zara Taille L,6.0,"Petit t-shirt 
En maille 
Taille L (taille petit) 
Marque Zara 
Pas de défaut à signaler"
35,BON ÉTAT,147,"ARNHEM, NEDERLAND",ZARA ,S / 36 / 8,2022-04-20 18:49:26.540095,Zara T-Shirt Red Lady,5.0,"super leuke t-shirt.

vlekje bij kraag.

maat S / valt ruimer."
36,NEUF SANS ÉTIQUETTE,82,"TOCINA, ESPAÑA",ZARA ,S,2022-05-07 18:49:26.540098,Camiseta rayas Zara,10.0,Camiseta de la sección de hombres de rayas azul marino. La camiseta está en perfecto estado.
37,BON ÉTAT,36,"ÉVRECY, FRANCE",ZARA ,18-24 MOIS / 86-92 CM,2022-05-12 18:49:26.540101,Tee shirt Zara,2.0,"Tee shirt 
Zara
Bon état
18/24 mois
#peggyandco2ansfille"
38,SATISFAISANT,12,"ÉVRECY, FRANCE",ZARA ,4 ANS / 98-104 CM,2022-05-12 18:49:26.540103,T-shirt Zara,2.0,"T-shirt Zara
Manches longues
En quatre ans
Bon état
Une toute petite tache à peine visible sur le devant cf Photos.
#peggyandco4ansfille"
39,TRÈS BON ÉTAT,3195,"ÉVRECY, FRANCE",PRONUPTIA ,L / 40 / 12,2022-05-12 18:49:26.540106,Robe de soirée noire ou fêtes Pronuptia très bon état,28.0,"Très belle #robefemme , chic et sobre en même temps . 
Pour soirée , mariage ou #fêtes de fin d’année
robe de qualité 
noire irisée argentée et léger reflets violet
Pronuptia
Taille 40
En très bon état
100 % polyester"
40,NEUF AVEC ÉTIQUETTE,325,"ÉVRECY, FRANCE",OKAÏDI ,8 ANS / 122-128 CM,2022-05-12 18:49:26.540108,Jupe Okaidi neuve,10.0,"jupe Okaidi 
neuve 
8ans
prix neuve 19,99€"
41,TRÈS BON ÉTAT,604,"ÉVRECY, FRANCE",EYE ,,2022-05-12 18:49:26.540110,Masque massage oculaire intelligent,50.0,"masque pour massage oculaire
Parfait état.
apporte des soins 100% naturels contre les maux du quotidien. agit sur les poches, cernes , migraines,vieillissement....il comporte 6 modes intelligents pour toute la famille . Réglable. Très facile d utilisation , facile à transporter et d entretien.

prix neuf 179€"
42,TRÈS BON ÉTAT,75,"ELX/ELCHE, ESPAÑA",ZARA ,M,2022-05-09 18:49:26.540113,"Lote de cinco camisetas de algodón, Zara.",10.0,"Talla M y L, cinco camisetas de algodón, en muy buen estado."
43,TRÈS BON ÉTAT,111,"LOUREIRAL (BAIONA), ESPAÑA",ZARA ,M / 38 / 10,2022-05-12 18:49:26.540116,Camiseta Simpson,16.0,Preciosa . Nueva con etiqueta. No hago reservas.
44,BON ÉTAT,28,"MADE, NEDERLAND",ZARA ,12-18 MOIS / 80-86 CM,2022-05-12 15:49:26.540118,T-shirt Zara bloemen mt 86,2.5,"prachtig T-shirt met leuk mouwtje. heeft een heel klein vlekje, heb nog niet geprobeerd of ik het eruit kan krijgen"
45,TRÈS BON ÉTAT,5,"MELUN, FRANCE",ZARA ,XL,2022-05-12 18:49:26.540121,T shirt Zara taille XL en très bon état,6.0,Porte quelques fois en très bon état taille XL
46,TRÈS BON ÉTAT,9,"VELAUX, FRANCE",ZARA ,L / 40 / 12,2022-05-12 15:49:26.540124,t shirt Zara parfait etat,3.0,très peu porté aucun défaut écriture en relief discrète
47,BON ÉTAT,7,ITALIA,ZARA ,XXL,2022-05-12 15:49:26.540126,T shirt Zara,8.0,T shirt Zara xxl
48,TRÈS BON ÉTAT,1,"MARIGNAC-LASPEYRES, FRANCE",ZARA ,S,2022-05-12 18:28:26.540129,t-shirt zara imprimé,8.0,très bon état
49,TRÈS BON ÉTAT,50,"CHÂTEAUNEUF-DU-RHÔNE, FRANCE",ZARA ,6 ANS / 110-116 CM,2022-04-27 18:49:26.540132,TS Zara 6 ans Tweety,2.0,"TS Looney Tunes Tweety très bon état , ce porte court , avec dos en V très joli porté !"
50,TRÈS BON ÉTAT,184,"HENDAYE, FRANCE",ZARA ,XS / 34 / 6,2022-05-12 18:49:26.540135,top court noir,4.0,si vous voulez plus d’informations envoyez moi un message :)
51,TRÈS BON ÉTAT,254,"ENSCHEDE, NEDERLAND",ZARA ,4 ANS / 98-104 CM,2022-05-02 18:49:26.540138,T-shirt,3.0,amper gedragen
52,TRÈS BON ÉTAT,1,ITALIA,ZARA ,M,2022-05-12 18:49:26.540140,T-Shirt uomo Zara,7.0,T-Shirt uomo Zara taglia 40
53,NEUF SANS ÉTIQUETTE,12,"SAINT-MÉDARD-SUR-ILLE, FRANCE",ZARA ,M / 38 / 10,2022-05-12 16:49:26.540143,T-shirt Zara blanc,5.0,"#epaulettes 
#sansmanches 
#tshirtfemme 
#tshirtblanc 
#tailleM
#court 
#neufsansétiquette 
#tresbonetat 

Ouvert sur le côté"
54,NEUF SANS ÉTIQUETTE,7,"TEZZE SUL BRENTA, ITALIA",ZARA ,L,2022-05-12 16:49:26.540146,T-shirt zara,8.0,Nuova ..il colore della pra foto è quello più simile al reale .
55,TRÈS BON ÉTAT,61,"ELSHOUT, NEDERLAND",ZARA ,S / 36 / 8,2022-04-28 18:49:26.540149,panter print t-shirt van de Zara,6.5,"paar keer gedragen, in goede staat"
56,TRÈS BON ÉTAT,198,FRANCE,ZARA ,6 ANS / 110-116 CM,2022-05-10 18:49:26.540152,Lot 5-6 ans zara levis 🤩,30.0,"5-6 ans mais ma fille a mis la globalité jusqu'au 6 ans. 

Très bon état 

Zara levis"
57,TRÈS BON ÉTAT,110,"ORTA NOVA, ITALIA",ZARA ,8 ANS / 122-128 CM,2022-05-01 18:49:26.540155,Tshirt zara minnie e topolino,5.0,Ottime condizioni
