,ÉTAT,NOMBRE DE VUES,EMPLACEMENT,MARQUE,TAILLE,AJOUTÉ,nom,prix,description
10,NEUF SANS ÉTIQUETTE,56,"TILBURG, NEDERLAND",GOTHIC ,,2022-05-12 20:13:49.360481,Gothic victorian choker,3.5,"Mooie choker
Nooit gedragen
Uit rookvrije omgeving

Zie ook mijn andere advertenties"
11,TRÈS BON ÉTAT,55,"TILBURG, NEDERLAND",CLAIRE'S ,,2022-05-12 20:13:49.360484,Gothic skull key necklace,2.0,Weinig gedragen
12,SATISFAISANT,31,"TILBURG, NEDERLAND",,,2022-05-12 20:13:49.360486,Selected Stories Roald Dahl,1.0,"Boek is uit en wat gebruikt.

Komt uit een rookvrije omgeving
Alles is in het Engels"
13,BON ÉTAT,8,"NICE, FRANCE",GUESS ,M,2022-05-12 20:13:49.360488,T-shirtguess,2.0,bon état
14,NEUF SANS ÉTIQUETTE,15,"LE ROEULX, BELGIQUE / BELGIË",GUESS JEANS ,S / 36 / 8,2022-05-12 20:13:49.360490,Tee-shirt guess,5.0,"Marque guess jeans 
Taille s 
Pas Porté 
#tee-shirtguess"
15,NEUF SANS ÉTIQUETTE,317,"ATRIPALDA, ITALIA",GUESS ,XL,2022-05-12 20:13:49.360492,Camicia uomo Guess,15.0,"Camicia Guess uomo a righe bianche e verdi scuro 
taglia XL 
ricamo sul polsino, due taschini con bottoncino
mai indossata 

#camicia #camiciauomo #guess #guessuomo #homme #chemise #chemisehomme #huesshomme #shirtman #shirtguess #guessman"
16,TRÈS BON ÉTAT,152,FRANCE,GUESS ,S / 36 / 8,2022-05-12 20:13:49.360495,"Tee,shirt Guess",8.0,"Tee shirt femme Guess

Canon avec un Jean 😊

Bleu

#camiseta #guess #camisetaguess #shirt #shirtguess #shirtblue #camicia #camiciaguess

Taille S"
17,BON ÉTAT,16,"SAINT-GERMAIN-LÈS-ARPAJON, FRANCE",GUESS ,L,2022-05-12 20:13:49.360497,T-shirt homme,4.0,"T-shirt homme, taille L convient pour un M
Les écriture commencent a s'effritées

#T-shirt #T-shirthomme #Guess #T-shirtguess #ts-hirtguesshomme #Ameliab12hommeL #Ameliab12hommeM"
18,TRÈS BON ÉTAT,18,FRANCE,GUESS ,L,2022-05-12 20:13:49.360499,T-shirtGuess,10.0,porté peu car trop grand pour moi
19,TRÈS BON ÉTAT,30,"MONSUMMANO TERME, ITALIA",GUESS ,M,2022-05-12 20:13:49.360501,T-shirtGuess uomo,18.0,t-shirt bianca ottime condizioni . veste una L . dettagli davanti e dietro catarifrangenti
20,TRÈS BON ÉTAT,21,ITALIA,GUESS ,L / 40 / 12,2022-05-12 20:13:49.360503,T-shirt Guess tg 44,15.0,"#tshirt 
#t-shirtguess 
#t-shirtflowers 
#t-shirtswaroski 
#t-shirtmadeinitaly 
#tshirttg44 
#Guess 
#guess"
21,TRÈS BON ÉTAT,44,"PERPIGNAN, FRANCE",GUESS ,L / 40 / 12,2022-05-12 20:13:49.360506,T-shirt Guess 💎,8.0,". très bon état 
. imprimer devant Guess 
. rose (légèrement moins vif que sur la photo)
. manche courte 
T. L 40/42
🌸🌸🌸🌸🌸🌸
. jolie t-shirt confortable



#T-shirtGuess
#T-shirt
#top
#hautguess
#haut
#lolita660t-shirt Guess"
22,TRÈS BON ÉTAT,11,NEDERLAND,GUESS ,M,2022-04-25 20:13:49.360508,shirt guess,8.0,"lange mouwen, fijn dun zwart shirt. amper gedragen maar wel gekreukeld door mijn kledingkast

#guess #unisex #black #longsleeve #shirtguess #shirt #gj"
23,NEUF SANS ÉTIQUETTE,27,NEDERLAND,GUESS ,XS / 34 / 6,2022-05-12 20:13:49.360511,Guess shirt zwart wit zilver,9.99,"• Guess
• Maat XS/S
• Zwart wit grijs zilver 
• Nog nooit gedragen!

#guess #guessshirt #shirtguess #zilver #glitter"
24,TRÈS BON ÉTAT,113,ITALIA,GUESS ,XS / 34 / 6,2022-05-12 20:13:49.360513,tshirt grigia Guess,1.0,"#t-shirt con pizzo Guess particolarissima!!!!condizioni pari al nuovo,composta da due pezzi attaccati... top nero in pizzo e maglietta in cotone grigio sopra...tg xs...
veste abbondante quindi anche s/m
#tshirtfemme 
#tshirtguess 
#tshirt xs 
#t-shirtguess"
25,TRÈS BON ÉTAT,6,ITALIA,GUESS ,M / 38 / 10,2022-05-12 20:13:49.360515,Maglia manica lunga Guess,10.0,"Maglia manica lunga Guess taglia M colore vinaccia.
Vedi dettagli misure in foto.

#vintedfr #vintedfrancia #vintedfrance #vintedes#vinteespaña #vintedspagna #vintedspain #vintedlituanie #vintedbelgio #vintedbelgica #vinteditaly #vinteditalia #vinteditaliaspagnafrancia #vintedholland #vintedolanda #vintedoland #vintedbelgium #vintedgermany #fashion #style #trendy #paris #vinted #vintage #fashion #vintedseller #secondemain #slowfashion #style #mode #shopping #moda #secondhandfashion #vintedspain #outfit #segundamano #vintedbelgique #france #shoppingonline #vintedpoland #vintedteam #sustainablefashion #like #sale #vintedaustria#austria #vintagestyle#vintagelooks#happy #guess #guessfemme #tailem #shirtguess"
26,BON ÉTAT,25,"PAGANI, ITALIA",GUESS ,S / 36 / 8,2022-05-12 20:13:49.360517,T-shirt manica lunga Guess,4.0,t shirtguess taglia S
27,TRÈS BON ÉTAT,10,"VOLX, FRANCE",GUESS ,XL,2022-05-12 20:13:49.360519,T-shirt Guess #384,12.0,"t-shirt en très bon état
couleur : noir 
taille : XL
aisselle a aisselle : 53.5 cm 
longueur : 64.5 cm 
composition: 94% coton 6% élasthanne

#t-shirt #t-shirtfemme #t-shirtguess #t-shirtfemmenoir #t-shirtguess #guess"
28,NEUF AVEC ÉTIQUETTE,7,"LONGEVELLE-SUR-DOUBS, FRANCE",GUESS ,M / 38 / 10,2022-05-12 20:13:49.360522,T-shirtGuess,13.0,"Mi long , jamais porté"
29,NEUF SANS ÉTIQUETTE,140,"WATERMAEL-BOITSFORT, BELGIQUE / BELGIË",GUESS ,XS / 34 / 6,2022-05-12 20:13:49.360524,T shirtguess beige,6.0,taille xs ok pour un petit s
30,TRÈS BON ÉTAT,42,"NOLA, ITALIA",GUESS ,S / 36 / 8,2022-04-22 20:13:49.360526,Maglia Guess,5.0,"Maglia donna Di Guess By Marciano.
Maglia a manica lunga, bianca e nera dettagli simil pizzo macramè.
Taglia 2= 40 Italiana, veste aderente anche la 42.
100%viscosa 
Ottimo stato, nessun difetto o segno di usura.

#guess #guessbymarciano #magliaguessdonna #magliapizzoguess #magliamacrame #bluseguess #blusemacrameguess #shirtguess #womanshirtguess"
